ET_ID,the_geom,NAME,CENID,ESD,CCDDD,Longitude,Latitude
0,"MULTIPOLYGON (((-123.68958961809437 47.01700444148023, -123.68938662011269 47.01673244159643, -123.68870762264402 47.01641744154889, -123.6877096162737 47.017375440426385, -123.68124961439503 47.01803043723829, -123.68072761943921 47.01735443754193, -123.68077663482627 47.01519343923011, -123.68488863308671 47.015183440908764, -123.68479565055827 47.01273344272099, -123.6926906487284 47.012490446024465, -123.69557563389009 47.014404445804885, -123.69679262314386 47.01584844527702, -123.69675559147895 47.02033044209992, -123.69559059139605 47.02041144154407, -123.69516359753942 47.0195684419616, -123.69396659086092 47.020583440725616, -123.69360559666976 47.019784441144964, -123.69042560738352 47.01846344075861, -123.68958961809437 47.01700444148023)), ((-123.78511857841004 46.9558684629944, -123.78513057799121 46.955267461953994, -123.78896757755055 46.95521746757604, -123.78866057379905 46.947316452962696, -123.79465157606481 46.94745346171799, -123.79468857654639 46.95164446950013, -123.79172257619229 46.95156846504046, -123.79168257703283 46.9544354701947, -123.79070757713485 46.95456346898198, -123.7948685768631 46.95459047520038, -123.7948695765705 46.951683469835864, -123.81219757816258 46.952003495727716, -123.813859578703 46.95163349741015, -123.82058057943172 46.951652507241384, -123.82120262324251 46.92256544777348, -123.7997525828458 46.922527421890805, -123.7893565630355 46.922060408545214, -123.778431542417 46.92232939590521, -123.77901752833304 46.90808037227751, -123.77698152263798 46.90802736999532, -123.77622348530632 46.87953832122593, -123.77686546729106 46.86208029227396, -123.77872247722267 46.86170229288404, -123.78002248368806 46.860902292384914, -123.78398950334265 46.85733728878208, -123.78568851279765 46.856583288528206, -123.78778752533621 46.85685829033621, -123.78971953707016 46.85772729311856, -123.79061954220587 46.85740729311356, -123.79055454083661 46.85468728815387, -123.7915535465527 46.853705286980066, -123.79072154062237 46.851236282010575, -123.79104054236451 46.850502280865534, -123.81896271739593 46.850620297151956, -123.84975991194364 46.850146313777444, -123.85279092941556 46.8506163166147, -123.85273682959031 46.87966238486379, -123.87301192055241 46.87971140179558, -123.89173400119228 46.880316418952134, -123.89279892258293 46.89452645821204, -123.89274483961219 46.90864549627885, -123.86083675310114 46.90847846135448, -123.86049860089007 46.947288554850466, -123.860507584375 46.951525565110686, -123.86088458429049 46.951558565739504, -123.85823758052845 46.95247656408684, -123.85214057997912 46.95252855528121, -123.85218048549726 46.98038962069918, -123.86052047090742 46.9806246355105, -123.86021641442308 46.99530867046747, -123.84144346254813 46.995205635731786, -123.84178029772004 47.023180648153556, -123.84041818206413 47.04152364605076, -123.84030611817482 47.05138464615002, -123.81940917137136 47.05166160069739, -123.81839507992629 47.06593159718276, -123.79846912827269 47.06637855210817, -123.73532926093552 47.065753433827645, -123.7362856516103 47.00923246501594, -123.73591970276922 46.994609460839364, -123.71889971376046 46.994381453093816, -123.67635274286866 46.99493543614171, -123.67585373633922 46.98048339788923, -123.6762927245002 46.95725733720189, -123.68088171625028 46.95770234302901, -123.68634670711833 46.95887935147924, -123.69164769674623 46.95807135483768, -123.69981767915941 46.95596335833796, -123.70926665956534 46.95489936595589, -123.7143496458253 46.95260036669692, -123.71815363132957 46.94883336348263, -123.71936962795056 46.948407364061616, -123.72198962337488 46.94893936811876, -123.72819261754312 46.95237038145844, -123.73017661357883 46.95238538366721, -123.73194060699971 46.95104638327547, -123.73202860477573 46.95014338180292, -123.73105860176 46.947885376738185, -123.73125759749038 46.94616937396451, -123.73326359121589 46.945371374995744, -123.73414558948939 46.94547737624484, -123.73546858888888 46.946470379518345, -123.73804858575583 46.947509384306336, -123.74232558419551 46.95048939403851, -123.74311958668058 46.95206939740634, -123.7430535895687 46.953123398982726, -123.74252359628936 46.9553054018388, -123.74098060523526 46.957653403965026, -123.74168161001549 46.96001740842791, -123.74432260902051 46.961405413156, -123.75196159637387 46.96070842058501, -123.75209159082674 46.9586804177981, -123.75752158942493 46.95881442624663, -123.7574845967673 46.96189643087424, -123.76809559091438 46.961658446899825, -123.77141459139304 46.96305245431348, -123.7737135897855 46.96286045757295, -123.7783795879934 46.96365146617423, -123.77835758646532 46.962258463769274, -123.78353258380696 46.96239647202953, -123.7836075810139 46.958898466032544, -123.78142858173139 46.958896462716396, -123.7814115789374 46.95585545743421, -123.78511857841004 46.9558684629944)))",Aberdeen School District,00030,113,14005,-123.799063,46.966378
1,"MULTIPOLYGON (((-123.0996256433103 46.59837415689157, -123.11735793901572 46.59833617376105, -123.11735667912536 46.626863472333575, -123.12840587422716 46.62709947313995, -123.12860181662086 46.634170544005656, -123.15983537808312 46.634894537032196, -123.15909225921524 46.64918566359955, -123.16087518662442 46.66371778913304, -123.18208859517684 46.66410475860406, -123.20314800916167 46.663094717750646, -123.22322139733774 46.663147686782, -123.24301578279399 46.66253265246035, -123.26404197349645 46.66368973291753, -123.26616084400351 46.70623295149007, -123.26623084062035 46.707382957392475, -123.24501065602581 46.70607888757948, -123.22461622418206 46.70623395466805, -123.22443015299203 46.72068804597553, -123.18204422553274 46.72157321464592, -123.16135677563103 46.721469293349465, -123.14061731797803 46.72220038006348, -123.11928586683754 46.72063844644791, -123.07189983518501 46.720750628444236, -123.0717561481273 46.69203627721298, -123.05569981174087 46.692580327447246, -123.03470638877285 46.69186137456267, -123.01350195471295 46.69173942973238, -123.01341005015429 46.68449532468786, -123.01337724336257 46.67006711503812, -123.035065671376 46.66990407306612, -123.03490975874841 46.66269297460763, -123.04543296141232 46.662757959225935, -123.04533804776456 46.655473862603046, -123.04010694746124 46.65553387000976, -123.04008599186592 46.65189882099712, -123.03481889280192 46.651866826464506, -123.03483093762458 46.64831177775992, -123.04004603576072 46.648276772172544, -123.03989407204848 46.64510372949117, -123.02944987743916 46.64512973878541, -123.02889005165919 46.63069553821279, -123.01874087006567 46.63061153996608, -123.01857500961543 46.6198303854918, -123.01332791836442 46.61976838388753, -123.0131170614239 46.60885522511331, -123.00283888697606 46.60876621799084, -123.00278693645178 46.60513716370496, -122.97121796668958 46.60514827658659, -122.97124501300499 46.601547218311744, -122.96078703891673 46.60161525968424, -122.96077808388232 46.59801320010208, -122.96074148971823 46.56548966190491, -122.97120047829297 46.56543163505438, -122.9712605230806 46.56194957866279, -122.97078952355143 46.56195057978252, -122.97023360243841 46.55585248234912, -122.97019862158724 46.55436345831177, -122.98096861474957 46.55428343492053, -122.98115851331484 46.5619195549979, -123.02235183129787 46.56200556576333, -123.05446531583009 46.562155644687415, -123.05484715203455 46.57663583258245, -123.07566748055656 46.576583869942866, -123.07585632856325 46.59088404318584, -123.0967196651649 46.59132607460164, -123.09664859466017 46.598280152932524, -123.0996256433103 46.59837415689157)))",Adna School District,00060,113,21226,-123.088909,46.660721
2,"MULTIPOLYGON (((-119.08192022838718 47.86396141283704, -119.07971322142909 47.86515040492142, -119.07621821519092 47.865795392161274, -119.075212210599 47.8666863885238, -119.07181120533258 47.86709337600485, -119.06933719871539 47.86808036687257, -119.06673620389626 47.86609635732287, -119.06305320009635 47.866065343784456, -119.0625032021497 47.86541734182051, -119.06068019783338 47.866000335068, -119.06032219877035 47.865678333789475, -119.05838919744944 47.86550032671723, -119.05594620188887 47.86380031803996, -119.05309319257043 47.86532330732015, -119.0548691967266 47.86477431393301, -119.05627819483503 47.865591318956156, -119.05636019179875 47.86634731913328, -119.05548818678145 47.86733431575245, -119.0557971843677 47.86799831677984, -119.05497418104709 47.868584313629185, -119.05469717656514 47.86959231241699, -119.0388241427286 47.87340725195036, -119.03880007752763 47.88857424614815, -119.01776305069282 47.888562163082014, -119.0175669850125 47.90311015308687, -118.97404696954318 47.90362706445479, -118.97394593534402 47.91082205887585, -118.91557896045364 47.910799024792276, -118.91565292412538 47.91809502054274, -118.89384593352537 47.91796700835588, -118.89372989653809 47.92529200447258, -118.87221890471854 47.92526899286975, -118.87254420433935 47.86688601968903, -118.85075721711618 47.86690300402351, -118.85111078813782 47.75733004709031, -118.85178583289853 47.742914043886174, -118.8299898543824 47.742852020392895, -118.8298848893007 47.70411398329206, -118.82859590776839 47.68451296320678, -118.82778494255766 47.64590192549561, -118.82764197278767 47.61186789286468, -118.82868697251537 47.61186889395995, -118.82903998726793 47.595265878479736, -118.84961098366972 47.595404900082116, -118.8495720347577 47.5446988514132, -118.91420404076833 47.54555291900046, -118.95715404480113 47.54588596369699, -118.9574810331329 47.553185971203725, -118.97796903414394 47.55336299257688, -118.9779379371717 47.60987304828662, -118.97648185357637 47.65903009523607, -118.97584876085256 47.71362414839443, -119.04052874737737 47.713424265495924, -119.04060373218225 47.72089527317501, -119.07304073587554 47.72086234644624, -119.07285164361919 47.75713137588749, -119.05109264194527 47.75733732456702, -119.05074639818785 47.815589310244484, -119.08330641763543 47.815521410019535, -119.08276723098501 47.86352041586034, -119.08192022838718 47.86396141283704)))",Almira School District,00090,101,22017,-118.927609,47.756005
3,"MULTIPOLYGON (((-122.52786408882223 48.46719018855796, -122.52772514949021 48.454873192366435, -122.54731921407722 48.45484222294026, -122.54784721849653 48.45426422405269, -122.5480942299551 48.45196822559173, -122.55168025868483 48.44823423326481, -122.55200526445886 48.447198234345464, -122.55417728292146 48.44464623929258, -122.554341295014 48.44209424098191, -122.5579023150144 48.44008124811091, -122.56695237982998 48.43150026909241, -122.57248241359497 48.42734328180037, -122.59096050479425 48.4175723235533, -122.59317550964903 48.417854327471524, -122.59700952252298 48.41719433529056, -122.60296254822066 48.414607349044154, -122.60882756655403 48.41383336103119, -122.6148525913408 48.41132637527581, -122.62163761635637 48.409173390867224, -122.62381362260459 48.408972395354496, -122.62734962891591 48.40977840131673, -122.6305906368413 48.409895407494425, -122.63181264068626 48.409680410139835, -122.63517265494994 48.407936418884894, -122.64030767390861 48.406055431425976, -122.64813969268964 48.40633244657185, -122.65524671535474 48.40467746300862, -122.65922872381272 48.40517847021591, -122.6608067255403 48.405957472204626, -122.66184572507953 48.407046472645895, -122.66261171967315 48.40966747024346, -122.66384771806025 48.41138747006782, -122.66738072400594 48.41256547510006, -122.67076373269055 48.41261948153082, -122.67534474518949 48.412411490684626, -122.69241179520473 48.410034527739406, -122.73974092386251 48.40550962970557, -122.73889490832745 48.41403260966721, -122.74011789918809 48.42197959480619, -122.74364689489188 48.43134758075215, -122.7541798871173 48.451112547808066, -122.76022987115282 48.46386351945685, -122.76228886186597 48.47092750360726, -122.7622518581361 48.473573497618176, -122.7612828540292 48.47628749142681, -122.75832984715305 48.48055348163746, -122.75123883572593 48.487211466309255, -122.74283079958377 48.492821444811916, -122.73837277496244 48.497396429490806, -122.7355207765759 48.50238342397668, -122.73491679479721 48.50524942737214, -122.73587583812322 48.51072443634134, -122.74053791742156 48.51909445387013, -122.74576598191065 48.52506646869515, -122.74613699183685 48.526228470814665, -122.75280503657217 48.53027448126695, -122.75413204590234 48.53159748316705, -122.7556180636379 48.5341034867659, -122.75591808647583 48.53729849136392, -122.75462211889574 48.54176849782528, -122.74730019143479 48.55313651105893, -122.74675022405093 48.55795851734703, -122.74800024684292 48.560383522383916, -122.7527792841517 48.56461253083679, -122.75962435030176 48.57450654474305, -122.76348539491238 48.58123955417018, -122.76703644639326 48.58901456504894, -122.76844647778285 48.59369857162888, -122.76868250611186 48.597787577441416, -122.76711856984508 48.60663859020397, -122.76388961219743 48.612089598298546, -122.75679166709351 48.61848960819582, -122.74539870960008 48.62584661358745, -122.73388469858159 48.631318606507826, -122.73009869855092 48.63362860488109, -122.72321271293974 48.639862604763444, -122.71894370896553 48.641943602122296, -122.71101268834346 48.64397359458372, -122.70720368171204 48.64541259160317, -122.69881167909165 48.65028758737651, -122.69688468222041 48.651937587133816, -122.6930166500408 48.64982757909259, -122.68163656472011 48.64490755730437, -122.66485844275574 48.63811552601394, -122.64615331843055 48.63210749349877, -122.6332902367731 48.62847647193496, -122.62628919994008 48.62758846167731, -122.61765215826648 48.6270344497515, -122.60495510381513 48.627210433526265, -122.60117808967085 48.62756442909033, -122.57893201814018 48.63141740516431, -122.58012668786316 48.58174134329196, -122.57243556798056 48.56879031723717, -122.56130344448533 48.55735828907818, -122.54901234945724 48.55080826584718, -122.54215728920754 48.54603325157072, -122.5398632612289 48.54325124534365, -122.5361522031348 48.5368022328949, -122.53470015609474 48.53060222350977, -122.52987993494624 48.49982618025162, -122.52604198234692 48.487247179672195, -122.52207097396204 48.48591417496091, -122.52124800585085 48.479008175759986, -122.51873601576511 48.475260173295894, -122.51566901535219 48.4731901695119, -122.51476902463551 48.47077216876711, -122.51483503487167 48.46883816927484, -122.52796108128722 48.468777188178905, -122.52786408882223 48.46719018855796)))",Anacortes School District,00150,189,29103,-122.652633,48.508926
7,"MULTIPOLYGON (((-122.55208366958543 47.72392430294155, -122.54811368517727 47.725848309504926, -122.54384869674983 47.7265973180665, -122.43442678384892 47.72636755396042, -122.43657773124012 47.714530559222, -122.4385917198134 47.71195955721899, -122.44533569736451 47.70690854775762, -122.44623669190673 47.705680546999, -122.45716160472891 47.68606554293316, -122.4590385857068 47.68178554327188, -122.45967956088447 47.67620054724651, -122.45943552656895 47.66847955489564, -122.45858050836006 47.66438256028385, -122.45462845997343 47.65349557746355, -122.45261340924452 47.64208159135548, -122.45273538378225 47.636352596305024, -122.45474933868445 47.62620560208052, -122.44774128784452 47.614766623851246, -122.44679921393339 47.59813663992412, -122.4539531182623 47.57661064836753, -122.46065610335114 47.57325564177865, -122.47162008254674 47.568574630637535, -122.48912705612446 47.56262961216805, -122.4961450503245 47.561324603844454, -122.50425204671308 47.56099558992218, -122.50817304580727 47.56124158139206, -122.51260004638391 47.56189357134104, -122.52163305368761 47.56470454915646, -122.5279420616357 47.567412532803104, -122.53405907332295 47.57107251575605, -122.53728008558213 47.57452650503702, -122.53830309224759 47.576310500850134, -122.54165312825286 47.58569648309477, -122.54463314807889 47.59114347057263, -122.54554515240274 47.592392467212534, -122.54856615762895 47.59429445862297, -122.55087115696183 47.59459445337972, -122.55388715367125 47.5943804472119, -122.56597812264803 47.58885442787072, -122.56839711734618 47.58794742378205, -122.57044511550573 47.587867419528365, -122.57576911791294 47.58957040625854, -122.57957912307091 47.59173939565291, -122.5824331300044 47.59422138670551, -122.58470214008007 47.59746137811218, -122.58586015361892 47.60142037103905, -122.5867941761693 47.60781136160543, -122.58593322704331 47.621478347532054, -122.58528525062164 47.6277173416597, -122.58505728501481 47.63701533132941, -122.58540428914893 47.638255329139355, -122.58662929709546 47.64083232350042, -122.59404730872183 47.64661330075712, -122.59879532713235 47.65352128241207, -122.60279734744411 47.66084126515907, -122.60372635912498 47.664551258785856, -122.6031813731313 47.66832025554016, -122.60174838479182 47.67103025547087, -122.59708040498336 47.674726261288136, -122.58701843648878 47.67911227807113, -122.5831914516839 47.68159428352263, -122.58000047036157 47.68524428624289, -122.57710849618779 47.69088028602323, -122.57401154460068 47.702331279545405, -122.5715625659088 47.70679227976169, -122.56880158259067 47.70983728231073, -122.55208366958543 47.72392430294155)))",Bainbridge Island School District,00330,121,18303,-122.514838,47.649254
4,"MULTIPOLYGON (((-122.23710359717002 48.23443777679113, -122.23717353036443 48.246030724323674, -122.20488877060419 48.2463076920973, -122.20494968796474 48.26818966375687, -122.20391559617627 48.29732464664581, -122.18357275423477 48.29725663761767, -122.12625519671792 48.29798061232614, -122.00125116808523 48.29752555685004, -121.92264159229984 48.29772259649558, -121.87624784165496 48.29751762019027, -121.85798193864147 48.29794762998327, -121.85764598402237 48.27915161445935, -121.84806403506398 48.27924662070786, -121.84992302857565 48.27775161834305, -121.85016803181875 48.27578261664113, -121.85762599202151 48.27574761163009, -121.856839026773 48.22476073561498, -121.74939752106758 48.22522779994601, -121.74940045659866 48.21077486827822, -121.81577418010252 48.21083883530827, -121.83910708310181 48.210398826503095, -121.83952703068996 48.18032899398113, -121.925517755585 48.181237971171946, -121.9477126844831 48.18105396780481, -121.947545707813 48.167057059994974, -121.92573476865752 48.16688306271944, -121.9266597804539 48.15233915557613, -121.94788073088363 48.15241015645154, -121.95837470476803 48.153245151526804, -121.98873663545828 48.15245315871064, -121.98888867664449 48.13811325866514, -122.02048752560218 48.138033257283034, -122.02068754164604 48.13302029158963, -122.03093546264994 48.1370572617587, -122.03484342981015 48.13928724599016, -122.04005939154334 48.14066423586114, -122.03999938881513 48.141515230217024, -122.04342336672508 48.14156822930502, -122.04312734877963 48.146946193799415, -122.04594732982142 48.147152192145306, -122.04896130561252 48.14842118352294, -122.05090128394751 48.1508401675578, -122.05262626840022 48.1519881599747, -122.06812916545294 48.15252415577182, -122.0752001226959 48.15171116054138, -122.07695013956409 48.144724204103255, -122.07735716539663 48.13769424794625, -122.07575526407943 48.1157333857778, -122.07572129388143 48.108389431777915, -122.05401042427587 48.10862944149125, -122.05400045214783 48.101315488996846, -122.06199940372854 48.101478483192665, -122.06236640370223 48.10092148654243, -122.06507738489266 48.10159148064619, -122.07549732333466 48.1014124755982, -122.0755123524401 48.09416352099589, -122.0979812217882 48.093718508584026, -122.10817817025833 48.09175551329477, -122.11923910471192 48.091883504837945, -122.11926207000649 48.09959146015532, -122.13075000213261 48.09947245378237, -122.131721991217 48.100583446895186, -122.13188296321943 48.10643941365582, -122.124586005132 48.10689541498039, -122.12484695278503 48.118070350752376, -122.14092185586378 48.11766134634998, -122.14101483148008 48.12271431820788, -122.11946796517131 48.12268132627703, -122.11940893318462 48.129892284523336, -122.14106679706379 48.129948277959926, -122.14110677940135 48.133642257407324, -122.15134371422592 48.133758254231466, -122.15114469700838 48.137592233373624, -122.16200462874089 48.1374442319249, -122.16179859385944 48.144785192775245, -122.16710055924175 48.14489219152602, -122.16695252367755 48.15221915283206, -122.17230448838701 48.15231215208205, -122.17218245236508 48.159619113890365, -122.18003740021994 48.15970311369402, -122.1799523634674 48.166991076200226, -122.19063629220928 48.167009077274614, -122.19058828839128 48.16780007329042, -122.18820030433838 48.16779607302961, -122.18829029042408 48.17035306011495, -122.18888228489101 48.17065405868121, -122.19134426863874 48.17060805927734, -122.19212023338086 48.17633703066801, -122.19316322546943 48.17650103006577, -122.19696717350378 48.181456006282495, -122.2268789723163 48.180997016312446, -122.22683693141362 48.18833898222276, -122.23725386005127 48.18827798601881, -122.23749690001371 48.1810010190463, -122.24823382686532 48.181011021785416, -122.24851690988652 48.16645708603057, -122.27005692080408 48.166492044121185, -122.26960284196102 48.18103598076127, -122.2911908723325 48.180962935527354, -122.30209888902749 48.180627914005385, -122.30190085293573 48.18837387981169, -122.29905784849396 48.1883728858461, -122.29901581522982 48.19544785435141, -122.30174981910726 48.19563284769816, -122.30238177836225 48.204703805812755, -122.30011877185329 48.20515280866081, -122.29764974877423 48.209012796733425, -122.29597873736458 48.2106877928574, -122.29367472748487 48.21173779313917, -122.2916337218503 48.21200779633449, -122.29046071952618 48.21197379901386, -122.28706971779148 48.210875811204374, -122.28435072110669 48.20908682500816, -122.28074572200359 48.207466839951316, -122.27672873465455 48.203491866199016, -122.27273672407082 48.204039872327634, -122.27141871671536 48.204938871175436, -122.26610870040949 48.206020877786216, -122.26391469643741 48.205952882795685, -122.25992669659084 48.20451989767165, -122.258820692531 48.204857898554, -122.25834068531057 48.205968894689065, -122.26060066834415 48.20979687296197, -122.25929065485653 48.21170986735085, -122.25730264525977 48.21265886745511, -122.25425363492013 48.21332287110772, -122.24828164230415 48.212588882484035, -122.24802357544974 48.22436883032694, -122.23730065371961 48.22429682288823, -122.23710359717002 48.23443777679113)))",Arlington School District,00240,189,31016,-122.056336,48.223438
5,"MULTIPOLYGON (((-117.4196273026062 46.279289209159444, -117.37766225602509 46.279337183787796, -117.37765026385728 46.283067179862904, -117.36717025235357 46.283081173779415, -117.36705326821752 46.29056616635842, -117.35653325691604 46.29057916075919, -117.35645526506694 46.29437415724739, -117.31456722010851 46.294223136119825, -117.314836254616 46.309097126621886, -117.2931282316364 46.308732117856145, -117.27208321038964 46.308821109095724, -117.27208324656483 46.323677103543424, -117.25603123073614 46.32359209844726, -117.2559782665775 46.33803209452388, -117.2075562301746 46.338294141838716, -117.16543919754362 46.33779519020936, -117.13345517382793 46.33782122689392, -117.13345519449987 46.345172227227806, -117.11230617908994 46.34514025185282, -117.1122931998161 46.35237025256078, -117.09105618546644 46.35258527768702, -117.09068624915 46.37444628134451, -117.052615225289 46.37470132839402, -117.05931521504944 46.369857319044996, -117.06278620362725 46.36528531382155, -117.06263116523974 46.35252031127607, -117.06070415334565 46.3490133127867, -117.05598413946481 46.34552931752513, -117.0517361312507 46.34383132206788, -117.04547012260146 46.34248832900221, -117.03445111094639 46.341318341434324, -117.03067310507262 46.34031334550741, -117.02774509807975 46.33874934841831, -117.02384508658216 46.33597435204951, -117.0231500822852 46.33475735246858, -117.02270706404232 46.328988351189444, -117.02342505664106 46.3264253495928, -117.02260903874398 46.320864348785626, -117.02294003686025 46.32017334820604, -117.02229402794903 46.317468348080666, -117.02066401832406 46.31479134903034, -117.01641400380313 46.31123435251857, -117.01108198986033 46.308171357264634, -117.00953498344349 46.306532358371456, -117.007486977877 46.305300360142205, -117.00558297414626 46.30461736193946, -117.00184697014932 46.30433536582794, -116.99726095501474 46.303149375948884, -116.98979491652786 46.29939339777829, -116.98668889700201 46.296660406275535, -116.98463087752256 46.292703410916296, -116.98491086938641 46.28973640875416, -116.99089486127971 46.28037038658416, -116.99142285717413 46.27846538421693, -116.99113484956774 46.27634038421835, -116.98739182596519 46.272863393964414, -116.97605476652735 46.266008424469064, -116.97259174661691 46.26326943331167, -116.97029873282416 46.26123143900052, -116.9667427081311 46.2569214471244, -116.96437968952665 46.25328045201956, -116.96282667429303 46.248751457348, -116.95880165899348 46.24231848254319, -116.95745965238066 46.23527150134651, -116.9565676486483 46.232477509836485, -116.95526464401853 46.23087851697239, -116.95603164490547 46.22597452517501, -116.9594286534893 46.21981052848895, -116.96613067035454 46.20945153118269, -116.96656967094847 46.20749953405775, -116.965841667223 46.2034155448105, -116.96296665727583 46.19967856100937, -116.95241662409668 46.19351260446815, -116.9490526135486 46.191050619383795, -116.94469759971774 46.186537641514285, -116.94172459077087 46.18503265327812, -116.93961158400066 46.181888666048316, -116.9400785850466 46.180540667566945, -116.93973458384723 46.179534670696356, -116.93479556878704 46.17426469613833, -116.93233756166394 46.17313670562521, -116.92762154840378 46.17317871913645, -116.92395853782955 46.170918734509975, -116.92187053165287 46.167806747156696, -116.92125852964159 46.16479375533619, -116.92264853303102 46.16074275994766, -116.92562154093048 46.1588867553159, -116.93060055417587 46.15682074533721, -116.93438056396141 46.154227739937085, -116.93495256526914 46.152960740979026, -116.93547356468295 46.14244676182671, -116.93393056005192 46.13922877312817, -116.93471456162835 46.13669477624953, -116.9405935759243 46.13242476832658, -116.94386258335089 46.12842276737454, -116.94833659404243 46.12588375982419, -116.95027659826724 46.12346275935137, -116.9495275956442 46.12075876725983, -116.95098059872893 46.11885176710299, -116.95126559724426 46.1111597826071, -116.95408560303247 46.10757678204451, -116.955263604225 46.10223578996624, -116.9563106063603 46.10109878934481, -116.95954861336689 46.09905678429266, -116.96704663066983 46.0979687648667, -116.97405864708101 46.09770574509877, -116.97695765345001 46.096668738891715, -116.9788236574073 46.09572973547071, -116.98174766291739 46.092879733027054, -116.98249866393546 46.091345734096514, -116.9824796629621 46.08938773829625, -116.98163565978946 46.086772746279856, -116.98196265966118 46.08491374926652, -116.9789386505514 46.080005768432166, -116.97411463886158 46.078001786677284, -116.97000962919465 46.07676780120725, -116.9631906136963 46.07590382283336, -116.96041660768185 46.07634482995068, -116.95737260062018 46.07544784069006, -116.95238158811362 46.07055086557365, -116.94995758243968 46.06922987541757, -116.94856457905188 46.06793188221935, -116.94265656459541 46.06099891410857, -116.9434695647636 46.05441392573519, -116.94277456277298 46.05211393264209, -116.94046455685141 46.04699995022569, -116.9388825531402 46.044743959621755, -116.93765455046331 46.043851965089985, -116.93608254724593 46.04369596999492, -116.93454554395748 46.042749976477666, -116.93170653770513 46.03964999133026, -116.93113953614689 46.037049998509936, -116.92972553297005 46.034661007706994, -116.93065453419837 46.03088501303386, -116.92984953149848 46.02358203091166, -116.9289935296006 46.021794037208785, -116.9275905267467 46.02039704426858, -116.92544652264228 46.01990605156056, -116.92300551786525 46.01829206210856, -116.92188451557935 46.016535069115314, -116.92008251122796 46.00610409657451, -116.91890950884768 46.00304010651952, -116.91878051035755 45.99927411600961, -116.91718051492334 45.99657413040708, -116.91568051546142 45.99537413899271, -116.94068155852577 45.99627306449167, -116.98588263811983 45.99697293223269, -117.03845875100286 45.99715984276304, -117.05130478183851 45.996847828387345, -117.07004782173463 45.997508801335925, -117.12216194067864 45.997562735744545, -117.22785617709047 45.998439597632455, -117.33766929788804 45.998660475713265, -117.35359932245315 45.99639346852869, -117.39073934159453 45.99859641988041, -117.4399443816578 45.9986323677579, -117.48014241750717 45.99781132639114, -117.48004636466185 46.121991309897126, -117.41959230336876 46.12191931834434, -117.41929124618581 46.246218249629244, -117.4196273026062 46.279289209159444)))",Asotin-Anatone School District,00280,123,02420,-117.196034,46.152664
